,sample_id,posneg,testcontrol,NCT_num,PMID,F03_pmid_aggmax,F01_authors_authtree,F16_titleabs_propoccurance,F13_titleabs_tsimunw_tms,F13_titleabs_tsimunw_scr,F13_titleabs_tsimw_tms,F13_titleabs_tsimw_scr,F24_mesh_meshsim,F31_authors_authtree,F30_abstract_occurance,FTA_ta_allcaps_mismatch,F25_mesh_meshsim,F33_grants_occurance,F29_grants_occurance,F15_titleabs_propoccurance,F02_titleabs_allcaps,F13_chemicals_reverseoccur,F27_abstract_occurance,F30_cn_occurance,F09_titleabs_occurance,F10_titleabs_occurance,F36_authors_authtree,startdate_lift,start_diff_lt5,start_diff_cast,authcomp,agginvint,prob,Trial Results,NCT Link,rank,keep
NCT03745053:31061876,0,0,0,NCT03745053,31061876,,100.0,-0.5,193,3486.43954,341,6273.34627,0.285332373297017,,0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,100.0,0.799776153180279,1.0,yes,yes,1,1
NCT03745053:31104821,0,0,0,NCT03745053,31104821,0.4371477293974187,100.0,-0.5,196,3492.52423,353,6339.1876,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0791550925925926,1,0,100.0,0.799776153180279,0.9187886117314036,no,no,2,1
NCT03745053:26269415,0,0,0,NCT03745053,26269415,0.4745274202876636,100.0,-0.5,159,2979.94631,290,5471.88581,0.285332373297017,,-0.5,0,1.0625,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.881133619674615,no,no,3,1
NCT03745053:30767663,0,0,0,NCT03745053,30767663,0.4371477293974187,100.0,-0.5,204,3578.11983,360,6429.67065,0.285332373297017,,-0.5,0,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,100.0,0.799776153180279,0.8669185604968265,no,no,4,1
NCT03745053:15820294,0,0,0,NCT03745053,15820294,0.3185863454510522,100.0,-0.5,180,3329.50468,314,5940.85174,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.25,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.8119798438006184,no,no,5,1
NCT03745053:18215597,0,0,0,NCT03745053,18215597,0.38776284065495176,100.0,-0.5,154,2879.23467,286,5395.51996,0.285332373297017,,-0.5,1,1.2,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.7634997871785828,no,no,6,1
NCT03745053:32274941,0,0,0,NCT03745053,32274941,0.09689158751116735,0.0,-0.5,242,3999.32451,420,7090.94616,0.285332373297017,,-0.5,1,1.1666666666666667,0,0.0,0.5,0,1.0,-0.5,0.0,0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.7620292122595088,no,no,7,1
NCT03745053:32456554,0,0,0,NCT03745053,32456554,0.09689158751116735,0.0,-0.5,184,3260.7176,323,5823.46828,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,1.0,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.7537802979020469,no,no,8,1
NCT03745053:16003251,0,0,0,NCT03745053,16003251,0.34012864056971215,0.0,-0.5,216,3721.49464,384,6702.15348,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.34012864056971215,0.7337158966115236,no,no,9,1
NCT03745053:25469734,0,0,0,NCT03745053,25469734,0.5871846638659588,100.0,-0.5,207,3640.34917,372,6602.93619,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.7310176221767942,no,no,10,1
NCT03745053:30293666,0,0,0,NCT03745053,30293666,0.15126420847911967,100.0,-0.5,196,3512.91626,353,6381.37665,0.285332373297017,,-0.5,1,1.1,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0791550925925926,1,0,100.0,0.799776153180279,0.6611038218233128,no,no,11,0
NCT03745053:28559495,0,0,0,NCT03745053,28559495,0.4371477293974187,100.0,-0.5,144,2829.23325,259,5153.79094,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.6560893133938148,no,no,12,0
NCT03745053:20884442,0,0,0,NCT03745053,20884442,0.5502229624782022,100.0,-0.5,157,2967.06716,287,5461.52344,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.6462548433359133,no,no,13,0
NCT03745053:16119701,0,0,0,NCT03745053,16119701,0.30714763623785973,0.0,-0.5,188,3240.27917,338,5972.52763,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.30714763623785973,0.6321455882952401,no,no,14,0
NCT03745053:29687699,0,0,0,NCT03745053,29687699,0.4745274202876636,100.0,-0.5,194,3509.96251,345,6333.22538,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.6183488711903926,no,no,15,0
NCT03745053:19371189,0,0,0,NCT03745053,19371189,0.14455864030802415,0.0,-0.5,246,4059.11295,425,7187.91985,0.285332373297017,,-0.5,0,1.2,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5888830188229217,no,no,16,0
NCT03745053:16360225,0,0,0,NCT03745053,16360225,0.15126420847911967,100.0,-0.5,165,3175.23838,296,5772.45385,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.5865310158530156,no,no,17,0
NCT03745053:27060269,0,0,0,NCT03745053,27060269,0.4371477293974187,100.0,-0.5,158,2946.00594,291,5449.40748,0.285332373297017,,-0.5,1,1.1666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.5798251251532588,no,no,18,0
NCT03745053:15502506,0,0,0,NCT03745053,15502506,0.14455864030802415,0.0,-0.5,218,3717.25979,382,6642.615,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5460466120800535,no,no,19,0
NCT03745053:17287681,0,0,0,NCT03745053,17287681,0.14455864030802415,0.0,-0.5,192,3329.70627,350,6154.95039,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5384895373140034,no,no,20,0
NCT03745053:27151532,0,0,0,NCT03745053,27151532,0.07510506096918455,0.0,-0.5,162,2883.93545,307,5509.22147,0.285332373297017,,-0.5,0,1.1,0,-0.5,0.5,0,1.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5382660050520655,no,no,21,0
NCT03745053:26431767,0,0,0,NCT03745053,26431767,0.09689158751116735,0.0,-0.5,180,3307.448,319,5966.84298,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,1.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.535115472252831,no,no,22,0
NCT03745053:32150103,0,0,0,NCT03745053,32150103,0.09689158751116735,0.0,-0.5,129,2602.77222,240,4844.30508,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,1.0,-0.5,0.0,0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.529301021301058,no,no,23,0
NCT03745053:20170874,0,0,0,NCT03745053,20170874,0.14455864030802415,0.0,-0.5,205,3500.83361,376,6478.15759,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5278913655819274,no,no,24,0
NCT03745053:27050552,0,0,0,NCT03745053,27050552,0.09689158751116735,0.0,-0.5,132,2307.02172,235,4211.3574,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,-0.5,0,1.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5244663019816306,no,no,25,0
NCT03745053:28831995,0,0,0,NCT03745053,28831995,0.30714763623785973,0.0,-0.5,193,3365.7665,345,6141.10994,0.285332373297017,,-0.5,0,1.0555555555555556,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.30714763623785973,0.5200333936744107,no,no,26,0
NCT03745053:12645641,0,0,0,NCT03745053,12645641,0.14455864030802415,0.0,-0.5,173,3081.90206,323,5793.7315,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.5171568779014035,no,no,27,0
NCT03745053:17053410,0,0,0,NCT03745053,17053410,0.14455864030802415,0.0,-0.5,190,3253.05872,347,6023.15484,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.514200067133571,no,no,28,0
NCT03745053:32473888,0,0,0,NCT03745053,32473888,0.14455864030802415,0.0,-0.5,207,3569.88449,370,6464.37072,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.48454827432573017,no,no,29,0
NCT03745053:28538000,0,0,0,NCT03745053,28538000,0.09689158751116735,0.0,-0.5,180,3170.93558,329,5885.32298,0.285332373297017,,-0.5,0,1.125,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.4838273054486995,no,no,30,0
NCT03745053:22571737,0,0,0,NCT03745053,22571737,0.14455864030802415,0.0,-0.5,162,2080.64919,300,3960.36068,0.285332373297017,,0.0,0,1.25,0,0.0,0.5,0,0.123653040492693,0.0,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.4827819560924701,no,no,31,0
NCT03745053:21391731,0,0,0,NCT03745053,21391731,0.2760269213551503,0.0,-0.5,173,3026.93646,323,5739.17448,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.2760269213551503,0.4799015604060951,no,no,32,0
NCT03745053:16274016,0,0,0,NCT03745053,16274016,0.2760269213551503,0.0,-0.5,165,2911.16588,301,5437.58089999999,0.285332373297017,,-0.5,0,1.3333333333333333,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.2760269213551503,0.4785874723484887,no,no,33,0
NCT03745053:16467738,0,0,0,NCT03745053,16467738,0.09689158751116735,0.0,-0.5,229,3850.69353,403,6892.80806,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.4730554372755798,no,no,34,0
NCT03745053:34034989,0,0,0,NCT03745053,34034989,0.14455864030802415,0.0,-0.5,189,3403.55378,338,6169.42201,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.4703128225035653,no,no,35,0
NCT03745053:28460763,0,0,0,NCT03745053,28460763,0.09689158751116735,0.0,-0.5,217,3754.13038,387,6775.9631,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,0.5,0,0.5,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.46482813099289855,no,no,36,0
NCT03745053:17315599,0,0,0,NCT03745053,17315599,0.09689158751116735,0.0,-0.5,229,3853.29798,402,6888.93234,0.285332373297017,,-0.5,0,1.0666666666666667,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.46403359993308907,no,no,37,0
NCT03745053:26680559,0,0,0,NCT03745053,26680559,0.21963305911017436,0.0,-0.5,210,3664.06305,374,6604.05831,0.285332373297017,,-0.5,0,1.125,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.45877353889011324,no,no,38,0
NCT03745053:20936921,0,0,0,NCT03745053,20936921,0.09689158751116735,0.0,-0.5,241,4020.56274,420,7155.05907,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.4567939563370552,no,no,39,0
NCT03745053:28220461,0,0,0,NCT03745053,28220461,0.14455864030802415,0.0,-0.5,237,3955.03219,407,6977.14008,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.4565701050509624,no,no,40,0
NCT03745053:15653032,0,0,0,NCT03745053,15653032,0.09689158751116735,0.0,-0.5,211,3683.20034,372,6605.0367,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.456092246897732,no,no,41,0
NCT03745053:25433202,0,0,0,NCT03745053,25433202,0.09689158751116735,0.0,-0.5,230,3893.38526,407,6991.38326,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.44500446783406306,no,no,42,0
NCT03745053:25870151,0,0,0,NCT03745053,25870151,0.14455864030802415,0.0,-0.5,235,3930.11137,414,7040.82388,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.43100814281604594,no,no,43,0
NCT03745053:21346701,0,0,0,NCT03745053,21346701,0.14455864030802415,0.0,-0.5,249,4085.46816,435,7275.60709,0.285332373297017,,-0.5,0,1.5,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.4245894046162885,no,no,44,0
NCT03745053:30187804,0,0,0,NCT03745053,30187804,0.14455864030802415,0.0,-0.5,208,3441.49682,373,6275.50931,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.42184081031420206,no,no,45,0
NCT03745053:19371823,0,0,0,NCT03745053,19371823,0.14455864030802415,0.0,-0.5,191,3351.46206,347,6179.16619,0.285332373297017,,-0.5,0,1.125,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.4128386324484998,no,no,46,0
NCT03745053:28648442,0,0,0,NCT03745053,28648442,0.14455864030802415,0.0,-0.5,195,3429.26229,346,6212.03196,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.4120519704657252,no,no,47,0
NCT03745053:18325303,0,0,0,NCT03745053,18325303,0.14455864030802415,0.0,-0.5,201,3527.78925,359,6391.43918,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.4060658187997709,no,no,48,0
NCT03745053:24176438,0,0,0,NCT03745053,24176438,0.28678637169078314,100.0,-0.5,195,3491.74961,346,6304.30269,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.40075847802849485,no,no,49,0
NCT03745053:22422445,0,0,0,NCT03745053,22422445,0.09689158751116735,0.0,-0.5,182,3341.15696,322,5997.89097,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.4005044643891504,no,no,50,0
NCT03745053:20723864,0,0,0,NCT03745053,20723864,0.14455864030802415,0.0,-0.5,62,331.2759,111,590.40496,0.285332373297017,,0.0,0,1.1666666666666667,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.39943275841896553,no,no,51,0
NCT03745053:29211367,0,0,0,NCT03745053,29211367,0.14455864030802415,0.0,-0.5,174,3024.1794,319,5638.45157,0.285332373297017,,-0.5,0,1.2,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3963250392236998,no,no,52,0
NCT03745053:33706641,0,0,0,NCT03745053,33706641,0.30714763623785973,0.0,-0.5,179,3227.01299,331,5996.64392,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.798333333333333,1,0,0.0,0.30714763623785973,0.39544691346961025,no,no,53,0
NCT03745053:21791671,0,0,0,NCT03745053,21791671,0.09689158751116735,0.0,-0.5,185,3361.66287,332,6098.85878,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3935524146194293,no,no,54,0
NCT03745053:21205592,0,0,0,NCT03745053,21205592,0.15126420847911967,100.0,-0.5,174,3022.90439,321,5664.04363,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.3875923111979425,no,no,55,0
NCT03745053:22744871,0,0,0,NCT03745053,22744871,0.14455864030802415,0.0,-0.5,178,3114.24812,328,5826.0915,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.38260955447514294,no,no,56,0
NCT03745053:15665796,0,0,0,NCT03745053,15665796,0.09689158751116735,0.0,-0.5,247,4056.29084,425,7157.66078,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.37507604713883136,no,no,57,0
NCT03745053:15913502,0,0,0,NCT03745053,15913502,0.14455864030802415,0.0,-0.5,177,3153.92741,305,5584.50087,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.36089132758537706,no,no,58,0
NCT03745053:22829508,0,0,0,NCT03745053,22829508,0.09689158751116735,0.0,-0.5,205,3571.10055,370,6497.44063,0.285332373297017,,-0.5,1,1.125,0,0.0,0.5,0,0.5,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3604276585520984,no,no,59,0
NCT03745053:18432172,0,0,0,NCT03745053,18432172,0.14455864030802415,0.0,-0.5,235,3884.02429,416,6969.67255,0.285332373297017,,-0.5,0,1.2,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.35095777577941173,no,no,60,0
NCT03745053:26965932,0,0,0,NCT03745053,26965932,0.15126420847911967,100.0,-0.5,177,3243.34101,322,5953.71561,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.3501302757825604,no,no,61,0
NCT03745053:20577295,0,0,0,NCT03745053,20577295,0.2760269213551503,0.0,-0.5,221,3393.61213,383,6037.18843,0.285332373297017,,-0.5,0,1.125,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.2760269213551503,0.3500871464622409,no,no,62,0
NCT03745053:21808863,0,0,0,NCT03745053,21808863,0.09689158751116735,0.0,-0.5,229,3841.2686,397,6825.62309,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3467545854695698,no,no,63,0
NCT03745053:32592437,0,0,0,NCT03745053,32592437,0.30714763623785973,0.0,-0.5,169,3176.78177,306,5816.6834,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.30714763623785973,0.3441711015272442,no,no,64,0
NCT03745053:25135286,0,0,0,NCT03745053,25135286,0.14455864030802415,0.0,-0.5,231,3919.81936,404,6994.49426,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3429318074866869,no,no,65,0
NCT03745053:21541736,0,0,0,NCT03745053,21541736,0.09689158751116735,0.0,-0.5,212,3628.75548,370,6496.00881,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3390988362643163,no,no,66,0
NCT03745053:31279405,0,0,0,NCT03745053,31279405,0.09689158751116735,0.0,-0.5,201,3565.77814,356,6424.60117,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.33665070211439974,no,no,67,0
NCT03745053:26546577,0,0,0,NCT03745053,26546577,0.09689158751116735,0.0,-0.5,214,3715.38093,372,6603.31782,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.33442086116642544,no,no,68,0
NCT03745053:29174595,0,0,0,NCT03745053,29174595,0.09689158751116735,0.0,-0.5,237,3959.31246,416,7074.31103,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.32882581930749744,no,no,69,0
NCT03745053:31777468,0,0,0,NCT03745053,31777468,0.09689158751116735,0.0,-0.5,189,3378.60048,346,6211.492,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.3286625270184997,no,no,70,0
NCT03745053:31023079,0,0,0,NCT03745053,31023079,0.30714763623785973,0.0,-0.5,191,3357.75966,343,6135.6982,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.30714763623785973,0.3272936352540149,no,no,71,0
NCT03745053:31375651,0,0,0,NCT03745053,31375651,0.14455864030802415,0.0,-0.5,211,3658.67952,373,6568.19362,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.3271666795803393,no,no,72,0
NCT03745053:15731534,0,0,0,NCT03745053,15731534,0.09689158751116735,0.0,-0.5,189,3285.3592,343,6063.52565,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.32603399982177805,no,no,73,0
NCT03745053:11858773,0,0,0,NCT03745053,11858773,0.14455864030802415,0.0,-0.5,219,3715.95877,387,6668.0899,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3257185314743024,no,no,74,0
NCT03745053:32037130,0,0,0,NCT03745053,32037130,0.30714763623785973,0.0,-0.5,167,3041.61231,310,5692.64078,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.30714763623785973,0.3250557926565792,no,no,75,0
NCT03745053:25640050,0,0,0,NCT03745053,25640050,0.09689158751116735,0.0,-0.5,218,3750.01526,390,6776.01898000001,0.285332373297017,,-0.5,0,1.0625,0,0.0,0.5,0,0.3333333333333333,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.32256478570352615,no,no,76,0
NCT03745053:27400292,0,0,0,NCT03745053,27400292,0.09689158751116735,0.0,-0.5,229,3867.81107,399,6887.26818,0.285332373297017,,-0.5,0,1.0909090909090908,0,0.0,-0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3181462151698612,no,no,77,0
NCT03745053:26077351,0,0,0,NCT03745053,26077351,0.09689158751116735,0.0,-0.5,189,3223.46573,344,5966.40835999999,0.285332373297017,,-0.5,0,1.0769230769230769,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.31701355223330313,no,no,78,0
NCT03745053:16534221,0,0,0,NCT03745053,16534221,0.14455864030802415,0.0,-0.5,206,3517.16562,372,6433.81128,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3158671572191737,no,no,79,0
NCT03745053:28218604,0,0,0,NCT03745053,28218604,0.09698489007139739,0.0,-0.5,193,3407.2503,349,6236.50851,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.31563352275787854,no,no,80,0
NCT03745053:27128353,0,0,0,NCT03745053,27128353,0.2760269213551503,0.0,-0.5,225,3796.57119,397,6810.58465,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.2760269213551503,0.3122459895990338,no,no,81,0
NCT03745053:17986719,0,0,0,NCT03745053,17986719,0.14455864030802415,0.0,-0.5,207,3543.79279,368,6416.19857999999,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.31186645189883644,no,no,82,0
NCT03745053:28495900,0,0,0,NCT03745053,28495900,0.09689158751116735,0.0,-0.5,126,488.09078,249,970.65771,0.285332373297017,,0.0,0,1.125,0,0.0,-0.5,0,0.5,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3089554884310017,no,no,83,0
NCT03745053:23401119,0,0,0,NCT03745053,23401119,0.14455864030802415,0.0,-0.5,179,1701.58345,303,2966.73267,0.285332373297017,,0.0,0,1.25,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3070559551460076,no,no,84,0
NCT03745053:28471557,0,0,0,NCT03745053,28471557,0.09689158751116735,0.0,-0.5,197,3515.26143,354,6366.50551,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3069362842841855,no,no,85,0
