,sample_id,posneg,testcontrol,NCT_num,PMID,F03_pmid_aggmax,F01_authors_authtree,F16_titleabs_propoccurance,F13_titleabs_tsimunw_tms,F13_titleabs_tsimunw_scr,F13_titleabs_tsimw_tms,F13_titleabs_tsimw_scr,F24_mesh_meshsim,F31_authors_authtree,F30_abstract_occurance,FTA_ta_allcaps_mismatch,F25_mesh_meshsim,F33_grants_occurance,F29_grants_occurance,F15_titleabs_propoccurance,F02_titleabs_allcaps,F13_chemicals_reverseoccur,F27_abstract_occurance,F30_cn_occurance,F09_titleabs_occurance,F10_titleabs_occurance,F36_authors_authtree,startdate_lift,start_diff_lt5,start_diff_cast,authcomp,agginvint,prob,Trial Results,NCT Link,rank,keep
NCT03745053:21062998,0,0,0,NCT03745053,21062998,0.09689158751116735,0.0,-0.5,228,3884.30945,398,6920.5877,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012986664988731281,no,no,3777,0
NCT03745053:33044717,0,0,0,NCT03745053,33044717,0.113399791440818,0.0,-0.5,178,3153.33942,330,5908.56822,0.285332373297017,,-0.5,1,0.0,0,-0.5,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.012983848837539879,no,no,3778,0
NCT03745053:21251625,0,0,0,NCT03745053,21251625,0.09689158751116735,0.0,-0.5,205,3606.43616,365,6506.66651000001,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012982297053077626,no,no,3779,0
NCT03745053:24302275,0,0,0,NCT03745053,24302275,0.09689158751116735,0.0,-0.5,104,1446.31476,196,2787.83855,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012939246455469539,no,no,3780,0
NCT03745053:19858413,0,0,0,NCT03745053,19858413,0.09689158751116735,0.0,-0.5,205,3621.89129,361,6491.42266,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012936084968617137,no,no,3781,0
NCT03745053:19453820,0,0,0,NCT03745053,19453820,0.19488532604084127,0.0,-0.5,161,2877.68458,299,5440.13028,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,-0.5,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012929465484941966,no,no,3782,0
NCT03745053:15837244,0,0,0,NCT03745053,15837244,0.09689158751116735,0.0,-0.5,205,3581.87138,367,6486.31487,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012920636925570375,no,no,3783,0
NCT03745053:19463387,0,0,0,NCT03745053,19463387,0.09689158751116735,0.0,-0.5,204,3578.15498,365,6484.44939,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01291499949225981,no,no,3784,0
NCT03745053:11052841,0,0,0,NCT03745053,11052841,0.09689158751116735,0.0,-0.5,209,3603.31854,369,6481.86447,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012907191941604427,no,no,3785,0
NCT03745053:28267960,0,0,0,NCT03745053,28267960,0.14455864030802415,0.0,-0.5,139,2644.02585,267,5099.06986,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012893723170452365,no,no,3786,0
NCT03745053:22209268,0,0,0,NCT03745053,22209268,0.09689158751116735,0.0,-0.5,90,1587.81254,151,2791.98848,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.16666666666666666,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012869990319465306,no,no,3787,0
NCT03745053:20497666,0,0,0,NCT03745053,20497666,0.14455864030802415,0.0,-0.5,222,3786.04635,395,6832.69101,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012867546265212132,no,no,3788,0
NCT03745053:25085960,0,0,0,NCT03745053,25085960,0.14455864030802415,0.0,-0.5,164,2935.91643,308,5570.38489,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,0.5,0,0.123653040492693,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01286691746941122,no,no,3789,0
NCT03745053:16820621,0,0,0,NCT03745053,16820621,0.09689158751116735,0.0,-0.5,184,3236.42429,340,6053.07355,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.01284338460970266,no,no,3790,0
NCT03745053:14769686,0,0,0,NCT03745053,14769686,0.09689158751116735,0.0,-0.5,205,3572.35308,366,6457.11189,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012832664172309553,no,no,3791,0
NCT03745053:21123276,0,0,0,NCT03745053,21123276,0.09689158751116735,0.0,-0.5,168,3066.58158,287,5411.31926,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.25,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012828435610733898,no,no,3792,0
NCT03745053:31909543,0,0,0,NCT03745053,31909543,0.14455864030802415,0.0,-0.5,174,3146.63438,317,5791.42048,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.012815640172785133,no,no,3793,0
NCT03745053:18715537,0,0,0,NCT03745053,18715537,0.21963305911017436,0.0,-0.5,202,3552.18299,363,6445.19168,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012796925183139927,no,no,3794,0
NCT03745053:19781290,0,0,0,NCT03745053,19781290,0.14455864030802415,0.0,-0.5,225,3795.77185,397,6805.8431,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012786974203005699,no,no,3795,0
NCT03745053:20890049,0,0,0,NCT03745053,20890049,0.14455864030802415,0.0,-0.5,220,3772.08879,392,6803.32908,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012779455036995973,no,no,3796,0
NCT03745053:16275124,0,0,0,NCT03745053,16275124,0.09689158751116735,0.0,-0.5,206,3584.40449,363,6439.21137,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012779032135795515,no,no,3797,0
NCT03745053:24070549,0,0,0,NCT03745053,24070549,0.14455864030802415,0.0,-0.5,218,3732.11373,395,6802.37901,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012776614615268482,no,no,3798,0
NCT03745053:9708454,0,0,0,NCT03745053,9708454,0.09689158751116735,0.0,-0.5,204,3482.27419,374,6438.29358,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012776288300897495,no,no,3799,0
NCT03745053:16799877,0,0,0,NCT03745053,16799877,0.09689158751116735,0.0,-0.5,208,3593.72033,365,6429.97019,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012751431140038195,no,no,3800,0
NCT03745053:33106049,0,0,0,NCT03745053,33106049,0.09689158751116735,0.0,-0.5,181,3284.75356,321,5931.90296,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.012747932752603547,no,no,3801,0
NCT03745053:19778774,0,0,0,NCT03745053,19778774,0.09689158751116735,0.0,-0.5,204,3514.44373,369,6427.66345,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012744550691456025,no,no,3802,0
NCT03745053:31948375,0,0,0,NCT03745053,31948375,0.14455864030802415,0.0,-0.5,113,2265.24552,193,4023.88243,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.012740210863356536,no,no,3803,0
NCT03745053:25780467,0,0,0,NCT03745053,25780467,0.14455864030802415,0.0,-0.5,85,1804.97579,155,3348.92597,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012739810114942369,no,no,3804,0
NCT03745053:26390517,0,0,0,NCT03745053,26390517,0.09689158751116735,0.0,-0.5,166,3028.10879,284,5331.01389,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,-0.5,0,0.3333333333333333,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01271123559018924,no,no,3805,0
NCT03745053:21364151,0,0,0,NCT03745053,21364151,0.09689158751116735,0.0,-0.5,206,3628.85867,354,6416.1686,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012710318922214952,no,no,3806,0
NCT03745053:27393853,0,0,0,NCT03745053,27393853,0.09689158751116735,0.0,-0.5,131,2417.37968,232,4426.64139,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012690069246683455,no,no,3807,0
NCT03745053:24484431,0,0,0,NCT03745053,24484431,0.09689158751116735,0.0,-0.5,211,3623.39254,364,6408.54427,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012687663679251584,no,no,3808,0
NCT03745053:15170704,0,0,0,NCT03745053,15170704,0.09689158751116735,0.0,-0.5,142,2437.30373,264,4628.97158,0.285332373297017,,-0.5,1,1.05,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012682511514671797,no,no,3809,0
NCT03745053:29784631,0,0,0,NCT03745053,29784631,0.21963305911017436,0.0,-0.5,183,3281.68131,331,5994.07289,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012667302449245316,no,no,3810,0
NCT03745053:30354629,0,0,0,NCT03745053,30354629,0.09689158751116735,0.0,-0.5,136,2403.54906,255,4594.18071,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012667059970930861,no,no,3811,0
NCT03745053:26796194,0,0,0,NCT03745053,26796194,0.09689158751116735,0.0,-0.5,167,2933.26806,301,5348.17052,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,-0.5,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012654250551794397,no,no,3812,0
NCT03745053:25963829,0,0,0,NCT03745053,25963829,0.14455864030802415,0.0,-0.5,138,2702.38376,254,5014.05184,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012639774881945816,no,no,3813,0
NCT03745053:24831762,0,0,0,NCT03745053,24831762,0.09689158751116735,0.0,-0.5,200,3540.00715,356,6390.12834,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012633106135443646,no,no,3814,0
NCT03745053:20730003,0,0,0,NCT03745053,20730003,0.14455864030802415,0.0,-0.5,159,2785.85233,285,5051.10022,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012620729401751522,no,no,3815,0
NCT03745053:23922145,0,0,0,NCT03745053,23922145,0.09689158751116735,0.0,-0.5,201,3559.74697,354,6385.04165,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012618077582038914,no,no,3816,0
NCT03745053:21059433,0,0,0,NCT03745053,21059433,0.09689158751116735,0.0,-0.5,197,3516.45151,354,6384.53801,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012616590545427062,no,no,3817,0
NCT03745053:17932898,0,0,0,NCT03745053,17932898,0.09689158751116735,0.0,-0.5,201,3571.78495,351,6384.38961,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01261615241578479,no,no,3818,0
NCT03745053:15100507,0,0,0,NCT03745053,15100507,0.09689158751116735,0.0,-0.5,125,2422.86685,228,4531.20521,0.285332373297017,,-0.5,1,1.0714285714285714,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012605800550320243,no,no,3819,0
NCT03745053:27266902,0,0,0,NCT03745053,27266902,0.09689158751116735,0.0,-0.5,138,2620.1667,229,4546.11528,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012602690816685962,no,no,3820,0
NCT03745053:15837249,0,0,0,NCT03745053,15837249,0.09689158751116735,0.0,-0.5,208,3606.83562,358,6375.28431,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012589299042305935,no,no,3821,0
NCT03745053:22440499,0,0,0,NCT03745053,22440499,0.09689158751116735,0.0,-0.5,200,3497.1467,359,6363.69816,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012555210711718738,no,no,3822,0
NCT03745053:27747163,0,0,0,NCT03745053,27747163,0.14455864030802415,0.0,-0.5,88,1689.77535,168,3286.41011,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012554797569783628,no,no,3823,0
NCT03745053:17240467,0,0,0,NCT03745053,17240467,0.09689158751116735,0.0,-0.5,95,431.36187,161,739.80106,0.285332373297017,,0.0,1,0.0,0,0.0,-0.5,0,0.0,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012550046772271714,no,no,3824,0
NCT03745053:18928789,0,0,0,NCT03745053,18928789,0.14455864030802415,0.0,-0.5,219,3753.33411,385,6723.87279,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.01254404553807307,no,no,3825,0
NCT03745053:27179731,0,0,0,NCT03745053,27179731,0.09689158751116735,0.0,-0.5,197,3508.12685,353,6359.76595,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01254366223759547,no,no,3826,0
NCT03745053:16079441,0,0,0,NCT03745053,16079441,0.09689158751116735,0.0,-0.5,183,3243.49093,331,5949.6958,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012536435321692482,no,no,3827,0
NCT03745053:27258494,0,0,0,NCT03745053,27258494,0.09689158751116735,0.0,-0.5,201,3524.39943,357,6357.01604,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01253559228255764,no,no,3828,0
NCT03745053:23436428,0,0,0,NCT03745053,23436428,0.09689158751116735,0.0,-0.5,198,3542.3012,349,6354.96731,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.01252958336018497,no,no,3829,0
NCT03745053:23685706,0,0,0,NCT03745053,23685706,0.14455864030802415,0.0,-0.5,217,3725.56302,386,6714.32662,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012516052245309894,no,no,3830,0
NCT03745053:26253735,0,0,0,NCT03745053,26253735,0.09689158751116735,0.0,-0.5,204,3528.63578,359,6348.96899,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012512006642780503,no,no,3831,0
NCT03745053:24440026,0,0,0,NCT03745053,24440026,0.14455864030802415,0.0,-0.5,219,3709.97393,392,6708.62278,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012499355688221072,no,no,3832,0
NCT03745053:16724968,0,0,0,NCT03745053,16724968,0.34012864056971215,0.0,-0.5,190,3247.14954,350,6076.70177,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,-0.5,0,0.123653040492693,-0.5,-0.5,-0.5,-0.5,,0.0,0,0,0.0,0.34012864056971215,0.012471953483916024,no,no,3833,0
NCT03745053:18273539,0,0,0,NCT03745053,18273539,0.09689158751116735,0.0,-0.5,203,3532.70288,356,6325.20768,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012442618421238352,no,no,3834,0
NCT03745053:28109874,0,0,0,NCT03745053,28109874,0.09689158751116735,0.0,-0.5,218,3787.08263,388,6830.61253,0.285332373297017,,-0.5,1,1.0833333333333333,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012442024927732552,no,no,3835,0
NCT03745053:28011243,0,0,0,NCT03745053,28011243,0.2465610049186281,0.0,-0.5,180,3336.07844,321,6033.86049,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.2465610049186281,0.012437166651028298,no,no,3836,0
NCT03745053:11823075,0,0,0,NCT03745053,11823075,0.09689158751116735,0.0,-0.5,202,3495.16678,360,6322.63086,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012435116418063916,no,no,3837,0
NCT03745053:26238739,0,0,0,NCT03745053,26238739,0.09689158751116735,0.0,-0.5,202,3558.05364,350,6321.63041,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012432204970162916,no,no,3838,0
NCT03745053:21883474,0,0,0,NCT03745053,21883474,0.09689158751116735,0.0,-0.5,197,3491.10639,351,6315.09761,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012413210158908661,no,no,3839,0
NCT03745053:19422982,0,0,0,NCT03745053,19422982,0.09689158751116735,0.0,-0.5,227,3829.79803,403,6885.05427,0.285332373297017,,-0.5,1,1.0625,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012397251759071368,no,no,3840,0
NCT03745053:15952924,0,0,0,NCT03745053,15952924,0.09689158751116735,0.0,-0.5,85,1325.31279,166,2596.94302,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012373973214459365,no,no,3841,0
NCT03745053:24183564,0,0,0,NCT03745053,24183564,0.09689158751116735,0.0,-0.5,149,2871.47497,269,5248.4063,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.25,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012348564927259062,no,no,3842,0
NCT03745053:17707751,0,0,0,NCT03745053,17707751,0.09689158751116735,0.0,-0.5,172,3215.8817,311,5877.48466,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.01232633383784587,no,no,3843,0
NCT03745053:24332416,0,0,0,NCT03745053,24332416,0.09689158751116735,0.0,-0.5,223,3789.00298,400,6856.45369,0.285332373297017,,-0.5,1,1.0625,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012314534486845476,no,no,3844,0
NCT03745053:16146905,0,0,0,NCT03745053,16146905,0.09689158751116735,0.0,-0.5,197,3377.07241,362,6280.58026,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012313322022628916,no,no,3845,0
NCT03745053:24687617,0,0,0,NCT03745053,24687617,0.21963305911017436,0.0,-0.5,195,3480.38931,346,6279.10558,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012309072241655415,no,no,3846,0
NCT03745053:18793113,0,0,0,NCT03745053,18793113,0.09689158751116735,0.0,-0.5,198,3422.83726,358,6277.89138,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012305574207772094,no,no,3847,0
NCT03745053:22179532,0,0,0,NCT03745053,22179532,0.09689158751116735,0.0,-0.5,195,3469.629,348,6274.11393,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012294697888402767,no,no,3848,0
NCT03745053:20031664,0,0,0,NCT03745053,20031664,0.09689158751116735,0.0,-0.5,194,3470.31036,347,6273.80209,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012293800439438665,no,no,3849,0
NCT03745053:24510638,0,0,0,NCT03745053,24510638,0.09689158751116735,0.0,-0.5,201,3458.28153,360,6270.63602,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012284692421566325,no,no,3850,0
NCT03745053:33341109,0,0,0,NCT03745053,33341109,0.09689158751116735,0.0,-0.5,126,2407.41454,234,4535.63021,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.012277285617246992,no,no,3851,0
NCT03745053:28889769,0,0,0,NCT03745053,28889769,0.09689158751116735,0.0,-0.5,196,3500.19612,345,6266.88771000001,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012273918054469897,no,no,3852,0
NCT03745053:21511222,0,0,0,NCT03745053,21511222,0.14455864030802415,0.0,-0.5,142,2555.7783,267,4887.08903,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012269703954157336,no,no,3853,0
NCT03745053:16105990,0,0,0,NCT03745053,16105990,0.09689158751116735,0.0,-0.5,216,3725.00509,383,6697.58506,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.0,-0.5,-0.5,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012267661258421327,no,no,3854,0
NCT03745053:12189969,0,0,0,NCT03745053,12189969,0.1642191110052258,0.0,-0.5,217,3675.95645,385,6628.02936,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012265776249466554,no,no,3855,0
NCT03745053:28139220,0,0,0,NCT03745053,28139220,0.15126420847911967,0.0,-0.5,230,3898.98439,404,6977.72591,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.5,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012264733871396436,no,no,3856,0
NCT03745053:11792331,0,0,0,NCT03745053,11792331,0.09689158751116735,0.0,-0.5,196,3387.71256,357,6263.05608,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012262913833185488,no,no,3857,0
NCT03745053:27853098,0,0,0,NCT03745053,27853098,0.14455864030802415,0.0,-0.5,214,3657.5657,383,6626.06478,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.012260136567900686,no,no,3858,0
NCT03745053:17174178,0,0,0,NCT03745053,17174178,0.09689158751116735,0.0,-0.5,192,3419.7195,348,6260.6095,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012255892493457132,no,no,3859,0
NCT03745053:23821407,0,0,0,NCT03745053,23821407,0.14455864030802415,0.0,-0.5,136,2639.13152,245,4880.90433,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012251952701793354,no,no,3860,0
NCT03745053:22028471,0,0,0,NCT03745053,22028471,0.21963305911017436,0.0,-0.5,196,3454.60553,350,6257.66615,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.012247450755079796,no,no,3861,0
